County,Year,Population,State
Warren County,2022,42014,Tennessee
Prince George County,2012,42034,Virginia
Roane County,2006,42051,Tennessee
Danville city,2022,42099,Virginia
Danville city,2023,42108,Virginia
Louisa County,2024,42109,Virginia
Manassas city,2018,42112,Virginia
Franklin County,2019,42138,Tennessee
Prince George County,2013,42145,Virginia
Chesterfield County,2017,42156,South Carolina
Shenandoah County,2012,42206,Virginia
Cheatham County,2023,42247,Tennessee
Prince George County,2014,42256,Virginia
Tazewell County,2015,42290,Virginia
Danville city,2021,42292,Virginia
Manassas city,2019,42327,Virginia
Dickson County,2005,42354,Tennessee
Prince George County,2015,42368,Virginia
Culpeper County,2007,42391,Virginia
Warren County,2024,42461,Virginia
Lawrence County,2017,42464,Tennessee
Shenandoah County,2013,42478,Virginia
Prince George County,2016,42479,Virginia
Chesterfield County,2018,42482,South Carolina
Monroe County,2015,42489,Tennessee
Kershaw County,2006,42499,South Carolina
Bedford County,2012,42500,Tennessee
Danville city,2020,42578,Virginia
Loudon County,2013,42589,Tennessee
Prince George County,2017,42590,Virginia
Cheatham County,2024,42604,Tennessee
Fayette County,2021,42615,Tennessee
Danville city,2019,42620,Virginia
Jefferson County,2009,42632,Tennessee
Warren County,2023,42655,Tennessee
Tazewell County,2014,42671,Virginia
Manassas city,2020,42695,Virginia
Prince George County,2018,42701,Virginia
Manassas city,2022,42710,Virginia
Shenandoah County,2014,42750,Virginia
Danville city,2018,42755,Virginia
Manassas city,2021,42770,Virginia
Chesterfield County,2019,42807,South Carolina
Franklin County,2020,42812,Tennessee
Prince George County,2019,42812,Virginia
McMinn County,2008,42818,Tennessee
Roane County,2007,42873,Tennessee
Danville city,2017,42891,Virginia
Prince George County,2021,42942,Virginia
Shenandoah County,2015,43022,Virginia
Danville city,2016,43026,Virginia
Lawrence County,2018,43048,Tennessee
Prince George County,2023,43048,Virginia
Tazewell County,2013,43052,Virginia
Prince George County,2022,43067,Virginia
Lancaster County,2006,43073,South Carolina
Prince George County,2020,43086,Virginia
Manassas city,2023,43087,Virginia
Dickson County,2006,43156,Tennessee
Franklin County,2021,43161,Tennessee
Danville city,2015,43161,Virginia
Culpeper County,2008,43191,Virginia
Monroe County,2016,43233,Tennessee
Chesterfield County,2020,43254,South Carolina
Shenandoah County,2016,43294,Virginia
Fayette County,2022,43296,Tennessee
Danville city,2014,43297,Virginia
Chesterfield County,2021,43334,South Carolina
Danville city,2013,43432,Virginia
Tazewell County,2012,43433,Virginia
Bedford County,2013,43474,Tennessee
Shenandoah County,2017,43565,Virginia
Danville city,2012,43568,Virginia
Prince George County,2024,43589,Virginia
Manassas city,2024,43616,Virginia
Warren County,2024,43619,Tennessee
Lawrence County,2019,43632,Tennessee
McMinn County,2009,43680,Tennessee
Roane County,2008,43696,Tennessee
Danville city,2011,43703,Virginia
Chesterfield County,2022,43722,South Carolina
Jefferson County,2010,43727,Tennessee
Tazewell County,2011,43814,Virginia
Shenandoah County,2018,43837,Virginia
Danville city,2010,43838,Virginia
Dickson County,2007,43957,Tennessee
Danville city,2009,43974,Virginia
Monroe County,2017,43976,Tennessee
Culpeper County,2009,43991,Virginia
Fayette County,2023,44082,Tennessee
Danville city,2008,44109,Virginia
Shenandoah County,2019,44109,Virginia
Kershaw County,2007,44113,South Carolina
Chesterfield County,2023,44120,South Carolina
Franklin County,2022,44156,Tennessee
Lawrence County,2020,44179,Tennessee
Tazewell County,2010,44195,Virginia
Danville city,2007,44245,Virginia
Shenandoah County,2020,44256,Virginia
Loudon County,2014,44366,Tennessee
Danville city,2006,44380,Virginia
Bedford County,2014,44447,Tennessee
Fayette County,2024,44476,Tennessee
Chesterfield County,2024,44488,South Carolina
Danville city,2005,44515,Virginia
Roane County,2009,44518,Tennessee
McMinn County,2010,44542,Tennessee
Tazewell County,2009,44576,Virginia
Franklin County,2023,44682,Tennessee
Monroe County,2018,44720,Tennessee
Dickson County,2008,44759,Tennessee
Charlottesville city,2024,44767,Virginia
Lawrence County,2021,44768,Tennessee
Culpeper County,2010,44792,Virginia
Jefferson County,2011,44822,Tennessee
Shenandoah County,2021,44837,Virginia
Shenandoah County,2022,44905,Virginia
Cumberland County,2005,44939,Tennessee
Tazewell County,2008,44957,Virginia
Charlottesville city,2023,45047,Virginia
Franklin County,2024,45137,Tennessee
Shenandoah County,2023,45185,Virginia
Charlottesville city,2022,45223,Virginia
Tazewell County,2007,45338,Virginia
Roane County,2010,45340,Tennessee
McMinn County,2011,45404,Tennessee
Bedford County,2015,45421,Tennessee
Shenandoah County,2024,45441,Virginia
Monroe County,2019,45464,Tennessee
Lawrence County,2022,45476,Tennessee
Dickson County,2009,45561,Tennessee
Culpeper County,2011,45592,Virginia
Charlottesville city,2021,45713,Virginia
Tazewell County,2006,45719,Virginia
Kershaw County,2008,45726,South Carolina
Jefferson County,2012,45917,Tennessee
Lawrence County,2023,46033,Tennessee
Cumberland County,2006,46034,Tennessee
Tazewell County,2005,46100,Virginia
Loudon County,2015,46143,Tennessee
Roane County,2011,46162,Tennessee
McMinn County,2012,46266,Tennessee
Dickson County,2010,46362,Tennessee
Culpeper County,2012,46393,Virginia
Bedford County,2016,46395,Tennessee
Gibson County,2005,46396,Tennessee
Monroe County,2020,46399,Tennessee
Charlottesville city,2020,46434,Virginia
Lawrence County,2024,46467,Tennessee
Coffee County,2005,46508,Tennessee
Hawkins County,2005,46570,Tennessee
Charlottesville city,2019,46636,Virginia
Monroe County,2021,46651,Tennessee
Gibson County,2006,46659,Tennessee
Lancaster County,2007,46911,South Carolina
Gibson County,2007,46922,Tennessee
Roane County,2012,46985,Tennessee
Jefferson County,2013,47011,Tennessee
Charlottesville city,2018,47036,Virginia
McMinn County,2013,47127,Tennessee
Cumberland County,2007,47129,Tennessee
Dickson County,2011,47164,Tennessee
Gibson County,2008,47186,Tennessee
Culpeper County,2013,47193,Virginia
Hawkins County,2006,47241,Tennessee
Coffee County,2006,47284,Tennessee
Kershaw County,2009,47340,South Carolina
Bedford County,2017,47368,Tennessee
Charlottesville city,2017,47436,Virginia
Gibson County,2009,47449,Tennessee
Monroe County,2022,47694,Tennessee
Gibson County,2010,47712,Tennessee
Roane County,2013,47807,Tennessee
Charlottesville city,2016,47836,Virginia
Hawkins County,2007,47911,Tennessee
Loudon County,2016,47920,Tennessee
Dickson County,2012,47966,Tennessee
Gibson County,2011,47975,Tennessee
McMinn County,2014,47989,Tennessee
Culpeper County,2014,47993,Virginia
Coffee County,2007,48061,Tennessee
Jefferson County,2014,48106,Tennessee
Cumberland County,2008,48224,Tennessee
Charlottesville city,2015,48236,Virginia
Gibson County,2012,48238,Tennessee
Bedford County,2018,48342,Tennessee
Gibson County,2013,48501,Tennessee
Monroe County,2023,48578,Tennessee
Hawkins County,2008,48581,Tennessee
Roane County,2014,48629,Tennessee
Charlottesville city,2014,48636,Virginia
Gibson County,2014,48764,Tennessee
Dickson County,2013,48767,Tennessee
Culpeper County,2015,48794,Virginia
Coffee County,2008,48837,Tennessee
McMinn County,2015,48851,Tennessee
Kershaw County,2010,48953,South Carolina
Gibson County,2015,49027,Tennessee
Charlottesville city,2013,49036,Virginia
Monroe County,2024,49154,Tennessee
Jefferson County,2015,49201,Tennessee
Hawkins County,2009,49251,Tennessee
Gibson County,2016,49290,Tennessee
Bedford County,2019,49316,Tennessee
Cumberland County,2009,49319,Tennessee
Henry County,2024,49385,Virginia
Charlottesville city,2012,49436,Virginia
Roane County,2015,49452,Tennessee
Gibson County,2017,49553,Tennessee
Dickson County,2014,49569,Tennessee
Culpeper County,2016,49594,Virginia
Coffee County,2009,49614,Tennessee
Henry County,2023,49636,Virginia
Loudon County,2017,49696,Tennessee
McMinn County,2016,49713,Tennessee
Henry County,2022,49765,Virginia
Gibson County,2018,49817,Tennessee
Charlottesville city,2011,49836,Virginia
Hawkins County,2010,49921,Tennessee
Cherokee County,2005,49981,South Carolina
Gibson County,2019,50080,Tennessee
Charlottesville city,2010,50236,Virginia
Henry County,2021,50268,Virginia
Roane County,2016,50274,Tennessee
Jefferson County,2016,50295,Tennessee
Dickson County,2015,50371,Tennessee
Cherokee County,2006,50373,South Carolina
Coffee County,2010,50391,Tennessee
Culpeper County,2017,50395,Virginia
Bedford County,2020,50396,Tennessee
Franklin County,2005,50412,Virginia
Cumberland County,2010,50414,Tennessee
Gibson County,2020,50447,Tennessee
Gibson County,2021,50471,Tennessee
Kershaw County,2011,50566,South Carolina
McMinn County,2017,50575,Tennessee
Hawkins County,2011,50592,Tennessee
Charlottesville city,2009,50636,Virginia
Franklin County,2006,50690,Virginia
Lancaster County,2008,50748,South Carolina
Cherokee County,2007,50765,South Carolina
Henry County,2020,50848,Virginia
Gibson County,2022,50855,Tennessee
Franklin County,2007,50967,Virginia
Charlottesville city,2008,51036,Virginia
Henry County,2019,51047,Virginia
Roane County,2017,51096,Tennessee
Gibson County,2023,51152,Tennessee
Cherokee County,2008,51157,South Carolina
Harrisonburg city,2024,51164,Virginia
Coffee County,2011,51167,Tennessee
Dickson County,2016,51173,Tennessee
Culpeper County,2018,51195,Virginia
Bedford County,2021,51201,Tennessee
Harrisonburg city,2022,51207,Virginia
Franklin County,2008,51245,Virginia
Hawkins County,2012,51262,Tennessee
Hamblen County,2005,51302,Tennessee
Harrisonburg city,2023,51378,Virginia
Jefferson County,2017,51390,Tennessee
Henry County,2018,51403,Virginia
Carter County,2005,51419,Tennessee
Gibson County,2024,51422,Tennessee
McMinn County,2018,51436,Tennessee
Charlottesville city,2007,51436,Virginia
Loudon County,2018,51473,Tennessee
Harrisonburg city,2021,51504,Virginia
Cumberland County,2011,51509,Tennessee
Franklin County,2009,51522,Virginia
Cherokee County,2009,51549,South Carolina
Harrisonburg city,2020,51705,Virginia
Carter County,2006,51730,Tennessee
Harrisonburg city,2019,51754,Virginia
Henry County,2017,51759,Virginia
Franklin County,2010,51800,Virginia
Charlottesville city,2006,51836,Virginia
Harrisonburg city,2018,51874,Virginia
Roane County,2018,51919,Tennessee
Hawkins County,2013,51932,Tennessee
Cherokee County,2010,51941,South Carolina
Coffee County,2012,51944,Tennessee
Dickson County,2017,51974,Tennessee
Culpeper County,2019,51995,Virginia
Harrisonburg city,2017,51995,Virginia
Carter County,2007,52042,Tennessee
Franklin County,2011,52077,Virginia
Bedford County,2022,52088,Tennessee
Henry County,2016,52115,Virginia
Harrisonburg city,2016,52116,Virginia
Hamblen County,2006,52147,Tennessee
Robertson County,2005,52147,Tennessee
Kershaw County,2012,52180,South Carolina
Charlottesville city,2005,52236,Virginia
Harrisonburg city,2015,52237,Virginia
McMinn County,2019,52298,Tennessee
Cherokee County,2011,52333,South Carolina
Carter County,2008,52353,Tennessee
Franklin County,2012,52355,Virginia
Harrisonburg city,2014,52358,Virginia
Henry County,2015,52471,Virginia
Harrisonburg city,2013,52478,Virginia
Jefferson County,2018,52485,Tennessee
Harrisonburg city,2012,52599,Virginia
Hawkins County,2014,52602,Tennessee
Cumberland County,2012,52604,Tennessee
Franklin County,2013,52632,Virginia
Carter County,2009,52664,Tennessee
Coffee County,2013,52720,Tennessee
Harrisonburg city,2011,52720,Virginia
Cherokee County,2012,52726,South Carolina
Roane County,2019,52741,Tennessee
Culpeper County,2020,52766,Virginia
Dickson County,2018,52776,Tennessee
Washington County,2005,52795,Virginia
Henry County,2014,52826,Virginia
Harrisonburg city,2010,52841,Virginia
Washington County,2006,52861,Virginia
Franklin County,2014,52910,Virginia
Washington County,2007,52928,Virginia
Harrisonburg city,2009,52962,Virginia
Carter County,2010,52976,Tennessee
Hamblen County,2007,52992,Tennessee
Washington County,2008,52994,Virginia
Washington County,2009,53061,Virginia
Georgetown County,2005,53065,South Carolina
Harrisonburg city,2008,53082,Virginia
Cherokee County,2013,53118,South Carolina
Washington County,2010,53127,Virginia
Henry County,2013,53182,Virginia
Franklin County,2015,53187,Virginia
Washington County,2011,53194,Virginia
Harrisonburg city,2007,53203,Virginia
Loudon County,2019,53250,Tennessee
Washington County,2012,53260,Virginia
Hawkins County,2015,53272,Tennessee
Bedford County,2023,53274,Tennessee
Carter County,2011,53287,Tennessee
Harrisonburg city,2006,53324,Virginia
Washington County,2013,53327,Virginia
McMinn County,2020,53344,Tennessee
Washington County,2014,53393,Virginia
Harrisonburg city,2005,53445,Virginia
Washington County,2015,53460,Virginia
Franklin County,2016,53465,Virginia
Coffee County,2014,53497,Tennessee
Cherokee County,2014,53510,South Carolina
Robertson County,2006,53523,Tennessee
Washington County,2016,53526,Virginia
Henry County,2012,53538,Virginia
Dickson County,2019,53578,Tennessee
Jefferson County,2019,53579,Tennessee
Washington County,2017,53593,Virginia
Carter County,2012,53598,Tennessee
Washington County,2018,53659,Virginia
Roane County,2020,53664,Tennessee
Cumberland County,2013,53699,Tennessee
Washington County,2019,53726,Virginia
Franklin County,2017,53742,Virginia
Washington County,2021,53753,Virginia
Georgetown County,2006,53756,South Carolina
Culpeper County,2021,53779,Virginia
Kershaw County,2013,53793,South Carolina
Hamblen County,2008,53838,Tennessee
Washington County,2022,53846,Virginia
Henry County,2011,53894,Virginia
Cherokee County,2015,53902,South Carolina
Washington County,2020,53903,Virginia
Carter County,2013,53909,Tennessee
McMinn County,2021,53922,Tennessee
Hawkins County,2016,53943,Tennessee
Franklin County,2018,54020,Virginia
Washington County,2023,54028,Virginia
Washington County,2024,54098,Virginia
Roane County,2021,54156,Tennessee
Carter County,2014,54221,Tennessee
Bedford County,2024,54228,Tennessee
Culpeper County,2022,54250,Virginia
Henry County,2010,54250,Virginia
Coffee County,2015,54274,Tennessee
Cherokee County,2016,54294,South Carolina
Franklin County,2019,54297,Virginia
Georgetown County,2007,54447,South Carolina
Dickson County,2020,54453,Tennessee
Franklin County,2020,54475,Virginia
Carter County,2015,54532,Tennessee
Lancaster County,2009,54586,South Carolina
Henry County,2009,54605,Virginia
Hawkins County,2017,54613,Tennessee
McMinn County,2022,54680,Tennessee
Hamblen County,2009,54683,Tennessee
Cherokee County,2017,54686,South Carolina
Cumberland County,2014,54794,Tennessee
Carter County,2016,54843,Tennessee
Robertson County,2007,54899,Tennessee
Jefferson County,2020,54917,Tennessee
Henry County,2008,54961,Virginia
Franklin County,2021,55020,Virginia
Campbell County,2022,55035,Virginia
Franklin County,2022,55047,Virginia
Coffee County,2016,55050,Tennessee
Culpeper County,2023,55065,Virginia
Cherokee County,2018,55078,South Carolina
Loudon County,2020,55136,Tennessee
Georgetown County,2008,55138,South Carolina
